date,tmax_c,tmin_c,tmax_f,tmin_f,city_x,respondent,respondent-name,type,type-name,timezone,timezone-description,energy_mwh,value-units,city_y,city
2025-07-02,3.56,2.5,38.41,36.5,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1513665,megawatthours,houston,houston
2025-07-03,3.44,2.39,38.19,36.3,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1436638,megawatthours,houston,houston
2025-07-04,3.28,2.39,37.9,36.3,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1393075,megawatthours,houston,houston
2025-07-05,3.44,2.56,38.19,36.61,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1378682,megawatthours,houston,houston
2025-07-06,3.56,2.44,38.41,36.39,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1409726,megawatthours,houston,houston
2025-07-07,3.5,2.56,38.3,36.61,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1505984,megawatthours,houston,houston
2025-07-08,3.28,2.28,37.9,36.1,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1484849,megawatthours,houston,houston
2025-07-09,3.28,2.28,37.9,36.1,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1471587,megawatthours,houston,houston
2025-07-10,3.5,2.56,38.3,36.61,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1534068,megawatthours,houston,houston
2025-07-11,3.39,2.61,38.1,36.7,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1542283,megawatthours,houston,houston
2025-07-12,3.5,2.61,38.3,36.7,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1493102,megawatthours,houston,houston
2025-07-13,3.5,2.44,38.3,36.39,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1424677,megawatthours,houston,houston
2025-07-14,3.33,2.33,37.99,36.19,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1510140,megawatthours,houston,houston
2025-07-15,3.5,2.44,38.3,36.39,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1575662,megawatthours,houston,houston
2025-07-16,3.61,2.61,38.5,36.7,houston,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1597302,megawatthours,houston,houston
